customer_id,first_name,last_name,email,phone,country,state,city,postal_code,customer_segment,registration_date,last_purchase_date,is_active
4168,Zachary,Bush,nschmidt@example.com,764-306-1294,Afghanistan,Minnesota,Stephaniemouth,96399,Budget,2024-04-26,2025-02-26,1
4169,Tammy,Blackwell,zcook@example.net,(315)265-6182x228,Libyan Arab Jamahiriya,Iowa,South Tyler,95252,Standard,2023-12-30,2024-06-18,1
4170,Derek,Curry,kevinduran@example.com,381-910-0717,Anguilla,New Mexico,Karabury,93652,Budget,2023-11-08,2024-10-18,1
4171,Tina,Anderson,mmarshall@example.com,+1-967-650-5675x3952,Guadeloupe,Alabama,South Jason,45249,Premium,2023-05-21,2023-11-28,1
4172,James,Green,ywilson@example.org,803.995.4832x4923,Montserrat,Alabama,North Chad,58301,Budget,2022-08-08,2023-02-12,1
4173,Johnathan,Liu,cchang@example.com,5283043066,Lithuania,New Jersey,South Rachelborough,89843,Standard,2022-09-01,2025-08-18,1
4174,Tara,Blake,shawbrandy@example.org,(486)479-6713x25629,Dominican Republic,Texas,Brownton,52056,Budget,2022-05-03,2022-05-05,1
4175,Meghan,Rivers,caitlyn58@example.org,001-218-907-3209,Belgium,Kentucky,Juliechester,55921,Standard,2023-11-12,2023-11-29,1
4176,Lindsey,Nelson,rogerswayne@example.com,7946742306,Tajikistan,Utah,Robinsonshire,49764,Premium,2022-04-26,2022-05-14,1
4177,Rebecca,Lane,kimberlycox@example.com,(714)227-8512,Armenia,Washington,Mcfarlandton,78618,Standard,2024-02-09,2025-05-04,1
4178,Sarah,Miller,patrickbrennan@example.org,332-843-8004x60757,Russian Federation,Ohio,Rodriguezchester,93229,Standard,2022-07-15,2024-02-12,1
4179,Jesse,Fuller,reginacain@example.net,001-767-665-8179x948,Guatemala,South Dakota,Rachelmouth,92892,Budget,2022-11-22,2024-10-29,0
4180,Mark,Bond,collinsgina@example.org,(847)988-7495,Burundi,South Dakota,South Allison,13265,Budget,2022-07-05,2023-07-12,1
4181,Craig,Cooper,brian35@example.net,7875868786,Niue,Minnesota,Matthewfort,03221,Premium,2024-02-10,2025-12-07,1
4182,Carol,Gill,cassandrasmith@example.org,(876)507-8368x29403,French Southern Territories,Montana,South Dominicbury,89140,Budget,2022-12-30,2023-02-05,1
4183,Christopher,Moore,stricklandkatie@example.net,(371)345-2732x6194,Portugal,Georgia,South James,68036,Standard,2022-08-30,2025-11-21,0
4184,Justin,Buchanan,qmoore@example.net,001-733-365-3339x0296,Gabon,Nevada,North Jeremiah,30582,Premium,2022-09-07,2023-12-27,1
4185,Linda,Hodges,alexandra56@example.org,001-703-434-8264,Falkland Islands (Malvinas),Alabama,West Victoriaborough,92297,Budget,2022-07-15,2023-10-19,0
4186,Donna,Carroll,stevenmcneil@example.net,515-727-0982x38077,Moldova,Louisiana,Schultzfort,91270,Standard,2022-09-12,2025-08-24,1
4187,Richard,Johnson,stonetammy@example.net,282.565.1505x8935,Nicaragua,New Jersey,North Ruthview,59134,Premium,2023-02-19,2025-09-27,1
4188,Danielle,Black,matthew42@example.com,722.314.4438x747,Wallis and Futuna,Missouri,West Kevin,84131,Standard,2023-06-11,2023-09-17,1
4189,Beverly,Dean,amandaelliott@example.net,+1-214-695-2924x7196,British Virgin Islands,New Hampshire,Meyerport,14525,Standard,2024-07-08,2025-01-11,1
4190,Samantha,Smith,bneal@example.net,350-884-4101x67222,Jersey,Michigan,Alexandrahaven,53687,Standard,2023-05-27,2025-03-16,1
4191,Matthew,Mcbride,lucaskrista@example.com,+1-466-784-9270x562,French Southern Territories,New Jersey,South Katherinestad,74499,Standard,2023-12-07,2025-05-25,0
4192,Jesus,Beltran,steven90@example.com,(525)695-8214x30866,Bermuda,New York,Lindseyberg,61221,Budget,2024-02-27,2025-03-30,0
4193,Gary,Wiggins,dthornton@example.net,(629)615-8147x45737,Cayman Islands,New Hampshire,Charlesville,04732,Standard,2023-10-17,2024-01-03,0
4194,Rebekah,Sweeney,brownthomas@example.org,(531)531-1356x77711,Panama,Florida,West Edwinmouth,01695,Budget,2024-07-06,2024-11-12,0
4195,Diana,Bennett,jesusross@example.org,7523562296,Guadeloupe,Kansas,Thomaston,55629,Standard,2023-03-19,2025-01-25,0
4196,Kaitlyn,Rodriguez,rperry@example.org,+1-455-402-9406,Singapore,Kentucky,Port Valerieberg,49197,Budget,2023-02-10,2025-03-17,0
4197,Kirk,Freeman,rclark@example.net,753.853.7495x252,American Samoa,North Carolina,Tracytown,64217,Premium,2024-12-16,2025-09-02,1
4198,Sara,Clark,ryanburgess@example.org,+1-615-315-9472,Cocos (Keeling) Islands,Oregon,Victoriahaven,48003,Budget,2022-05-21,2023-08-10,1
4199,Jason,Johnson,richardjohns@example.com,(300)358-9455x1609,Kyrgyz Republic,Virginia,Chelseaborough,69136,Standard,2024-05-05,2024-08-22,0
4200,Angela,Frye,belljessica@example.com,(947)317-5847x019,Bermuda,Arizona,Lake Carolineport,26805,Premium,2022-07-13,2023-05-29,1
4201,Patrick,Jones,lweaver@example.net,001-821-374-7793x367,Bouvet Island (Bouvetoya),Utah,Willischester,15670,Budget,2022-03-28,2023-10-17,1
4202,Russell,Alvarez,davilavalerie@example.com,587-918-2017,Guadeloupe,Oklahoma,Murphymouth,77935,Standard,2024-03-25,2026-01-15,0
4203,Erica,Williams,troygeorge@example.com,001-567-848-8518x851,Cyprus,Nebraska,North Jason,81495,Premium,2022-04-24,2023-10-14,1
4204,Pamela,Davis,uhartman@example.com,(563)569-3479x440,Ecuador,Nebraska,Williamsfurt,13857,Budget,2023-11-21,2025-05-27,1
4205,Victor,Jones,marclopez@example.org,290-572-9701,Seychelles,Texas,Port Pamela,74876,Premium,2024-11-13,2025-03-25,0
4206,Thomas,Morales,millerbrandon@example.net,001-762-326-0819x598,Maldives,Nevada,Blakefurt,64387,Premium,2022-02-14,2025-12-21,1
4207,Matthew,Lewis,laura82@example.com,+1-832-437-7683x2688,British Virgin Islands,Virginia,Paulland,03226,Standard,2023-10-08,2024-08-28,1
4208,Alec,York,michaelellis@example.net,(296)577-4565x8996,Slovenia,West Virginia,West Ryan,99008,Premium,2024-05-30,2024-10-28,1
4209,Kathryn,Beltran,garrett36@example.net,001-397-917-4503x357,Zambia,New Jersey,South Rebecca,81048,Premium,2022-09-16,2023-01-12,1
4210,Lisa,White,petersonrobert@example.org,(599)380-3752x303,Bhutan,Alaska,South Lindsey,33524,Standard,2024-08-23,2024-12-03,1
4211,Timothy,Sandoval,jenniferbailey@example.org,(229)491-1840,Svalbard & Jan Mayen Islands,Mississippi,North Troy,25685,Standard,2024-11-24,2025-10-05,1
4212,Yolanda,Nichols,gordonjessica@example.com,(256)737-9973,Chile,Oklahoma,Nancychester,46107,Standard,2023-05-11,2024-06-03,1
4213,Daniel,Hanson,kimberlysteele@example.com,(532)238-8776,India,North Dakota,North Jason,48178,Premium,2023-03-12,2025-11-19,1
4214,Martha,Smith,coxelizabeth@example.org,(249)637-8085x0790,San Marino,California,Troyberg,12830,Budget,2022-04-13,2025-12-30,0
4215,Christina,Avery,powerstammy@example.org,9253185823,Micronesia,Mississippi,Suzannemouth,68351,Premium,2023-04-27,2024-01-23,1
4216,Timothy,Moore,gbowman@example.org,607-253-2081x59373,British Indian Ocean Territory (Chagos Archipelago),Texas,Lake Jesse,47352,Standard,2024-05-12,2025-02-22,1
4217,Mark,Ballard,xconway@example.org,001-605-939-0504x580,Antarctica (the territory South of 60 deg S),Oregon,Port Amber,76582,Premium,2023-12-30,2024-06-05,0
4218,Tiffany,Ramos,brittany12@example.org,001-528-369-8202x54200,Guam,Alaska,Shawton,11853,Premium,2023-01-03,2025-04-29,1
4219,Richard,Gallagher,diane13@example.org,+1-384-280-3282x14277,Macao,Maine,Fernandezview,87605,Budget,2023-04-01,2023-08-27,1
4220,Patrick,Lewis,smithamy@example.com,(364)523-2454x541,South Georgia and the South Sandwich Islands,Michigan,Mikeport,24656,Premium,2022-05-19,2023-01-24,1
4221,Daniel,Wyatt,aliciahardy@example.net,959.998.5101,Bahrain,Delaware,Ryanberg,52426,Standard,2022-06-24,2025-11-13,0
4222,Thomas,Lopez,stephanienavarro@example.net,001-677-835-9508x4936,Hong Kong,South Carolina,Johnsonfort,40650,Budget,2024-11-03,2026-01-12,1
4223,Margaret,Henderson,johnbautista@example.org,001-379-915-1430,San Marino,West Virginia,Wintersside,72656,Budget,2023-10-02,2025-10-30,0
4224,Jennifer,Manning,smithjared@example.org,+1-661-378-6106x4954,Japan,Oregon,Port Susan,86686,Standard,2024-10-21,2025-06-17,0
4225,Dennis,Key,bakerjessica@example.com,001-308-401-7483x836,Puerto Rico,North Dakota,East Donaldport,82647,Standard,2024-08-27,2025-08-06,1
4226,Tyler,Paul,campbellrobert@example.org,247.353.4357x6054,Holy See (Vatican City State),Alaska,West John,78727,Premium,2025-01-08,2025-04-12,0
4227,Stephanie,Lee,aprilharding@example.com,294-995-6378,Finland,Mississippi,West Crystalside,52892,Standard,2024-02-14,2025-05-28,0
4228,Sean,Allison,kfloyd@example.net,001-751-347-6212x2866,Jersey,Connecticut,Jenkinsland,84468,Premium,2024-05-14,2025-05-19,1
4229,Heather,Young,lopezjoshua@example.org,402-936-8991,Swaziland,Utah,Gomezmouth,78242,Premium,2022-08-19,2022-09-04,0
4230,Patrick,Casey,andresobrien@example.com,(415)595-6460,Marshall Islands,Massachusetts,Nicoleburgh,71379,Standard,2024-06-30,2025-07-26,1
4231,Hector,James,jenna14@example.org,+1-639-346-6950,Mauritius,Maryland,Port Patrick,06597,Standard,2024-06-06,2025-01-17,1
4232,Andrea,Carlson,samueledwards@example.com,5832400308,Zimbabwe,Arkansas,Jessicaside,78605,Budget,2022-12-18,2025-04-11,1
4233,Dennis,Poole,joseph45@example.com,319.705.5998,Egypt,Virginia,Jonathanport,74223,Budget,2024-07-05,2025-09-04,0
4234,Cassidy,Petersen,omartinez@example.com,001-659-316-9608,Barbados,Connecticut,Joshuaton,90356,Budget,2024-05-20,2025-03-06,1
4235,Glenn,Hernandez,wrusso@example.net,630-700-3752,Grenada,North Dakota,South Marcus,19647,Budget,2022-02-22,2025-02-25,1
4236,Jeffrey,Fields,whitejennifer@example.org,+1-799-836-9584x163,Lesotho,Pennsylvania,Lorifurt,10269,Premium,2024-05-15,2024-12-14,1
4237,Alexander,Johnson,kelliscott@example.net,393.207.4837x768,Dominican Republic,Idaho,Timland,59640,Budget,2022-03-09,2023-01-13,1
4238,Mark,Fisher,levinemegan@example.net,+1-422-735-1670,Oman,New Hampshire,Mccormickbury,40444,Budget,2023-01-05,2024-07-12,1
4239,Carol,Mueller,mmartinez@example.com,(237)918-3352,Israel,Pennsylvania,South Josemouth,01635,Budget,2024-09-09,2025-03-20,1
4240,Monique,Beard,bburke@example.org,(242)320-3921,Paraguay,Missouri,West Walterland,16822,Premium,2022-08-01,2024-03-22,1
4241,Jonathan,Edwards,troybates@example.org,+1-365-900-4011x645,Norfolk Island,Washington,Mckenziehaven,17468,Budget,2024-09-24,2024-11-24,1
4242,David,Smith,caseyjennifer@example.org,+1-514-324-1303x8977,Central African Republic,Missouri,Andrewmouth,91570,Standard,2022-11-16,2023-12-03,1
4243,Jennifer,Rodriguez,markburton@example.org,997-426-3172,American Samoa,Missouri,Daniellestad,16273,Premium,2022-03-07,2025-09-20,1
4244,Kenneth,Underwood,williamlee@example.org,001-502-361-3867x252,Saint Martin,Oklahoma,Davenportton,94067,Premium,2023-12-05,2024-07-14,1
4245,James,Cabrera,kim03@example.com,363.834.7594x9333,Netherlands,Nebraska,Anthonybury,73749,Premium,2022-03-24,2025-06-07,1
4246,Logan,Crawford,smithelizabeth@example.net,(776)343-6948x8259,Trinidad and Tobago,Oregon,Lake Chrisfurt,70824,Budget,2024-01-14,2025-10-20,0
4247,David,Williams,tammy30@example.com,530.216.2988x57744,Tanzania,Washington,Gomezstad,70110,Premium,2023-10-08,2025-07-25,1
4248,Wayne,Peterson,jessicawilson@example.net,904.425.1587x097,Philippines,Georgia,West William,16619,Standard,2022-12-26,2023-11-15,1
4249,Evan,Fuller,christian92@example.org,853-615-7033x9004,Guadeloupe,Nevada,Arnoldfort,46830,Standard,2022-03-12,2023-04-29,1
4250,Jay,Sandoval,susanbrandt@example.net,(676)563-9759,Cocos (Keeling) Islands,Utah,South Yvonneshire,38173,Standard,2022-12-13,2024-05-06,0
4251,Gabriella,Castaneda,amanda77@example.org,645.391.2021x091,United Arab Emirates,Montana,Morrismouth,35087,Premium,2022-03-06,2025-01-07,0
4252,Edward,Williams,jonathan16@example.net,001-764-757-4667x291,Fiji,North Carolina,Andersonhaven,80229,Premium,2023-10-23,2025-11-05,1
4253,Elizabeth,Olson,wgomez@example.com,498.347.5088x246,Jordan,Michigan,Johnsonside,27842,Standard,2024-07-05,2024-08-28,1
4254,Julie,White,jacobberger@example.net,655.313.4827x6769,Seychelles,New Mexico,South Marychester,28793,Premium,2023-09-13,2025-02-04,1
4255,Joshua,Burns,emilymaddox@example.org,(367)913-4095x0264,Sweden,Idaho,New Tara,50457,Premium,2023-05-29,2025-04-03,1
4256,Tina,Warren,coopercarol@example.org,3643232180,Iran,Nevada,New Ryanport,89308,Standard,2024-06-11,2025-04-14,1
4257,Julia,Allen,edwardlee@example.net,001-472-879-0834x70804,Vietnam,Arizona,North Mary,34523,Premium,2022-02-01,2025-01-31,1
4258,Ian,Quinn,bradleyburgess@example.net,001-821-310-2310x3808,New Caledonia,Illinois,Mitchellville,30400,Premium,2022-10-21,2025-11-24,1
4259,Oscar,Torres,fernandohunter@example.com,791.500.2623x1267,Iraq,Florida,Alyssamouth,66228,Standard,2022-08-19,2025-10-04,0
4260,Randy,Donaldson,lwilkerson@example.net,676-406-6355,Anguilla,Wyoming,North Thomasborough,72011,Budget,2023-07-31,2025-01-19,1
4261,Joshua,Grimes,aguilarbarbara@example.net,591.234.2315,Japan,Connecticut,New Josephborough,21310,Premium,2022-06-07,2023-04-26,1
4262,Daniel,Skinner,brettturner@example.net,335.744.6259x740,Bosnia and Herzegovina,New York,West Heatherstad,52696,Premium,2024-08-08,2024-10-26,1
4263,Michelle,Cox,bradleymartinez@example.net,+1-651-964-9876x7468,United Kingdom,Tennessee,South Micheleberg,49447,Budget,2022-07-18,2025-01-23,1
4264,Michael,Robinson,weberwilliam@example.com,+1-588-824-2110x70288,British Virgin Islands,Washington,Paulborough,30021,Standard,2022-04-09,2024-11-26,0
4265,Sarah,Baker,rachel92@example.com,314.881.8645,Colombia,Mississippi,North Joseburgh,19873,Premium,2022-11-08,2024-05-08,1
4266,Cody,Calderon,hufffrank@example.org,+1-308-811-1921x52000,Guatemala,Wisconsin,Pagemouth,34885,Premium,2023-06-23,2025-08-01,0
4267,James,Hill,vpalmer@example.net,712.577.6727x1067,Kenya,Nebraska,Port Ricardo,10274,Standard,2024-04-02,2024-12-14,1
4268,Sarah,Horn,bradleydavidson@example.net,977.445.4209,Cyprus,Texas,Harmonmouth,66238,Standard,2023-07-28,2025-12-11,1
4269,Ricardo,Ferguson,sanchezanthony@example.net,(324)510-9021,United Kingdom,Nevada,North Matthewmouth,66986,Premium,2023-09-06,2025-10-23,1
4270,Leah,Prince,benjamin74@example.net,9948087204,Saint Barthelemy,South Dakota,Laurenshire,02884,Premium,2022-10-04,2024-08-06,1
4271,Angela,Bell,xsullivan@example.net,(946)678-2680x37941,Swaziland,Michigan,Jasonborough,90846,Standard,2024-04-17,2024-09-25,0
4272,Tanya,Campbell,lisaramirez@example.com,+1-972-881-2264x7874,Comoros,Georgia,Kimberlyberg,96666,Premium,2023-07-22,2025-08-22,1
4273,Kevin,Buchanan,jenniferhart@example.com,001-563-710-1234,Zambia,Maryland,West Patricia,82419,Premium,2023-07-10,2024-05-29,1
4274,Richard,Brewer,robert46@example.net,339.571.3116,Guadeloupe,Oklahoma,South Robertside,12199,Standard,2023-12-06,2024-12-31,0
4275,Benjamin,Dunlap,williamszachary@example.com,(540)874-3486x791,Egypt,Wyoming,Maryfurt,20167,Premium,2023-06-04,2025-08-23,0
4276,Jack,Hughes,spearsdaniel@example.com,(518)498-3117x41043,Ireland,Alaska,Whitechester,86581,Premium,2024-02-20,2025-01-31,0
4277,Timothy,Knight,josephbenjamin@example.org,(236)200-5249x3835,Cote d'Ivoire,North Carolina,North Pamela,70002,Budget,2023-08-19,2025-05-31,1
4278,Matthew,Brown,lowerysandra@example.org,955-273-2790,Serbia,New Hampshire,West Kristyhaven,18185,Premium,2022-07-26,2023-03-09,1
4279,Blake,Hull,greenebrian@example.net,3717015955,Mongolia,New Mexico,Lake Lindsaymouth,21466,Budget,2022-09-12,2023-02-09,1
4280,Jennifer,Smith,lisahoward@example.net,360-764-1933x7552,Holy See (Vatican City State),Arkansas,South Tina,15149,Premium,2023-12-27,2024-05-16,1
4281,Danielle,Mendoza,catherine13@example.com,530-563-3688,Nauru,Vermont,Wadetown,33970,Standard,2024-10-29,2025-02-25,0
4282,Nathan,Hays,stevewilliams@example.com,381.652.8976,Lebanon,Wisconsin,Nicholasburgh,57904,Standard,2023-03-08,2024-02-20,1
4283,Kristin,Harris,yduffy@example.net,761.223.0176,British Virgin Islands,Idaho,Port Danamouth,21602,Budget,2023-01-26,2023-05-04,1
4284,Melissa,Harrison,edward12@example.com,(367)439-0413,Burkina Faso,Vermont,Randallfort,38147,Premium,2022-04-23,2025-01-04,1
4285,Natalie,Barker,adavis@example.org,856.496.6154,Chad,North Dakota,Hannahville,40717,Budget,2024-03-29,2025-11-13,1
4286,Stephanie,Jackson,stevenbright@example.com,(571)519-9587x901,Norfolk Island,Minnesota,South Taylorfurt,36632,Premium,2024-07-14,2025-07-30,0
4287,Jacob,Deleon,christina35@example.com,987.371.4279x730,Ghana,New Mexico,Davidfurt,79520,Budget,2024-05-21,2024-09-19,0
4288,Sandra,Harris,hendrixanthony@example.org,581.601.5516,Belarus,South Dakota,Mauriceville,17322,Premium,2022-12-16,2023-07-30,1
4289,Linda,Brock,davidcook@example.com,4505741507,Mali,Tennessee,Robinburgh,71891,Standard,2022-12-03,2024-04-21,1
4290,Donald,Doyle,jillianhuff@example.net,720-571-0314x2106,Singapore,South Carolina,East Caitlinmouth,79187,Budget,2024-04-19,2024-11-16,1
4291,Brian,Allen,keith70@example.net,858-393-5167x50045,Hong Kong,Missouri,Angelaborough,90026,Premium,2023-04-09,2024-01-07,1
4292,Emily,Phillips,jenniferwright@example.net,692.750.0004x63671,Togo,Tennessee,Romeroshire,52593,Standard,2022-09-17,2023-06-22,1
4293,Ronald,Mendoza,andrew16@example.net,(569)322-2553,Peru,Minnesota,North Taylorfort,92869,Budget,2024-07-27,2025-12-19,1
4294,Patrick,Garcia,scottomar@example.net,(773)375-6846x962,Rwanda,Idaho,New Deannaton,19595,Budget,2024-03-30,2024-10-09,0
4295,Glenda,Henderson,erinbeard@example.org,819.859.3281x904,Puerto Rico,Arkansas,Lake Jessica,93501,Standard,2022-12-31,2025-01-03,1
4296,Andrew,Hall,ashley51@example.net,575.465.7023x162,Nigeria,Ohio,North Yolanda,23375,Budget,2023-10-18,2025-09-17,1
4297,Andrea,Huang,katiewilliams@example.net,+1-711-997-9750x75808,Suriname,Kansas,Margaretside,68777,Premium,2023-01-25,2025-07-27,1
4298,Donald,Ramirez,deanna67@example.net,(598)713-9405,Vanuatu,New Jersey,East Marcus,38162,Budget,2024-11-21,2025-12-14,1
4299,Sean,Pham,gomeznicole@example.org,+1-241-797-9757x6011,Canada,Ohio,New Jessicaport,50943,Standard,2022-08-27,2024-10-26,1
4300,Adam,Merritt,kramernoah@example.org,737-809-1256x952,Croatia,Utah,South Robertfurt,65079,Standard,2023-11-10,2024-07-14,1
4301,Joseph,Ellison,cookmary@example.org,001-352-260-6449x003,Korea,South Carolina,Jordanmouth,81381,Premium,2022-04-28,2025-08-23,1
4302,Christie,Madden,torrestravis@example.net,481.346.9023x305,Liberia,Oregon,Cynthiaborough,94768,Standard,2023-02-23,2023-08-05,1
4303,Danielle,Webb,wdennis@example.net,+1-621-825-7026x58017,Cote d'Ivoire,North Dakota,Warrenborough,79331,Budget,2022-02-02,2026-01-03,1
4304,Randall,Sanford,kristinking@example.net,596-368-4292,Svalbard & Jan Mayen Islands,Idaho,East Victoria,53744,Budget,2023-12-08,2024-05-21,1
4305,Thomas,Ortega,carla79@example.org,(538)506-1733x9119,Zambia,Idaho,Jessicahaven,94005,Budget,2022-03-24,2025-11-24,1
4306,Ryan,Tran,caseyromero@example.org,+1-698-632-0440x83447,Martinique,Nevada,Tranburgh,75608,Budget,2022-06-28,2025-04-12,0
4307,Paige,Martinez,mariamanning@example.net,+1-414-484-4234,Vanuatu,West Virginia,New Brittany,54782,Standard,2023-03-23,2025-09-13,1
4308,Adam,Perry,kingjennifer@example.com,6506572516,Sierra Leone,New Jersey,North Virginia,33306,Budget,2022-03-29,2025-08-07,1
4309,Angela,Jackson,victor06@example.com,(932)200-3745x20914,Moldova,Colorado,Williamborough,74360,Standard,2024-08-27,2024-11-06,1
4310,Carolyn,Mooney,kmiller@example.com,822-232-3592x791,Austria,Minnesota,East Brian,02807,Standard,2022-02-24,2023-07-27,1
4311,Reginald,Chambers,jacobsaunders@example.net,001-250-899-2901x05967,Cambodia,Massachusetts,New Christopher,58663,Premium,2024-07-18,2025-08-06,1
4312,Eric,Thomas,robinsontroy@example.org,929.951.7076,Guernsey,Oregon,Victortown,41377,Budget,2022-09-08,2024-06-16,1
4313,Gary,Cox,tlee@example.org,439.812.6626x907,Slovakia (Slovak Republic),Illinois,North Daniellehaven,16819,Budget,2022-10-12,2024-12-05,0
4314,Lance,Wright,dominique44@example.net,(923)376-4683x189,Cambodia,Minnesota,South Margaretstad,56284,Premium,2024-12-27,2025-05-11,1
4315,Kara,Baker,aguilarkristi@example.org,232-970-8930,Belgium,Maine,West Kevin,86922,Budget,2022-12-18,2024-05-17,1
4316,Stephen,Owens,luis65@example.net,+1-424-346-0260x9304,Uzbekistan,Illinois,West Thomas,71735,Standard,2023-03-26,2024-01-11,0
4317,Savannah,Wolf,ashley88@example.com,274-674-9267x132,British Indian Ocean Territory (Chagos Archipelago),Mississippi,Joneshaven,29478,Standard,2023-06-28,2024-04-10,1
4318,Casey,Mueller,andrea88@example.org,687.224.8065x66768,Montenegro,Iowa,North Ericaburgh,57228,Budget,2022-12-20,2024-03-22,1
4319,Whitney,Wagner,sydney40@example.net,225.714.5020,Finland,Idaho,Johntown,60523,Budget,2024-04-19,2024-05-27,1
4320,Jessica,Anderson,vhunter@example.net,528.210.9062x0327,Jordan,Kansas,Kimbury,56385,Budget,2022-05-16,2025-03-10,0
4321,Brad,Lee,amber11@example.org,001-376-740-7205,Martinique,Mississippi,East Melissa,89199,Budget,2023-10-04,2024-06-26,1
4322,Ashley,Velazquez,wstark@example.net,830-210-0830,Turks and Caicos Islands,Kansas,Harrismouth,04150,Standard,2024-06-08,2026-01-17,0
4323,Kayla,Casey,jordandonald@example.com,001-936-662-9399,Turkey,Alabama,East Lindaton,67145,Budget,2024-04-26,2025-10-21,1
4324,Gregory,Phillips,smonroe@example.com,+1-391-972-7802x724,Heard Island and McDonald Islands,Missouri,Port Eric,44990,Standard,2024-12-22,2025-06-12,1
4325,Kevin,Miller,michellewoods@example.com,001-787-411-0577x308,Ethiopia,Iowa,West Michaelhaven,11092,Budget,2024-07-17,2025-04-28,1
4326,David,Campbell,katkins@example.com,(610)475-6269x226,Anguilla,Rhode Island,East Leah,85270,Premium,2022-08-19,2022-12-08,0
4327,Matthew,Barnett,kcarr@example.com,5234729534,Cambodia,West Virginia,West Taylorchester,29424,Standard,2023-05-04,2024-12-30,1
4328,Spencer,Li,paulwilson@example.net,(879)267-9272x59984,Belgium,New York,Bellstad,57506,Standard,2022-11-21,2023-05-13,1
4329,Jacqueline,Jones,pcrawford@example.org,+1-380-650-5838,Iraq,Hawaii,Lake Williamport,13398,Premium,2024-04-05,2025-02-13,1
4330,Nathan,Davis,piercejeffrey@example.net,+1-307-666-9936x17327,Guinea-Bissau,Ohio,New Lisa,71357,Standard,2023-02-07,2025-11-01,1
4331,Steven,Hernandez,charles54@example.com,9603764903,Maldives,Rhode Island,Kevinfort,05374,Premium,2024-07-03,2025-03-20,1
4332,Matthew,Whitney,angelica21@example.org,349-475-9935x38496,Sierra Leone,South Dakota,Markburgh,24915,Budget,2022-12-25,2023-03-17,1
4333,James,Lowery,lisaleblanc@example.com,+1-311-562-5983,Guernsey,Arkansas,East Rhonda,26732,Budget,2022-12-16,2025-05-20,1
4334,Mark,Miller,qfields@example.org,4742644399,Tajikistan,Nevada,Port Carloston,35745,Premium,2022-09-27,2025-11-22,0
4335,Andrea,Morris,christinemcdaniel@example.com,+1-377-255-0718,Christmas Island,Mississippi,Deborahton,71578,Standard,2024-01-16,2024-08-23,1
4336,Frank,Carter,flogan@example.com,+1-255-667-0709x1617,Sweden,Nevada,New Kennethstad,52333,Standard,2025-01-17,2025-07-15,0
4337,Laurie,Perkins,patricia30@example.org,339.359.0754,Ukraine,Oklahoma,East Justin,03147,Budget,2023-09-22,2025-11-21,1
4338,Joshua,Carter,nwalker@example.net,+1-490-641-9025x1190,Vanuatu,Louisiana,East Veronicaland,55710,Premium,2022-06-13,2024-02-20,1
4339,Alexandra,Hendricks,lphelps@example.org,001-978-532-4835x61161,Djibouti,Tennessee,Caseland,74503,Budget,2024-08-27,2024-10-27,0
4340,John,Riggs,jacobgraham@example.com,001-463-877-3060x3617,Algeria,Utah,Seanbury,17423,Premium,2024-11-20,2025-06-14,1
4341,Henry,Chen,kelseywatkins@example.org,+1-274-999-0580x987,Singapore,Wyoming,New Kathrynstad,98760,Budget,2024-03-05,2025-03-01,0
4342,Teresa,Howard,mary46@example.com,001-575-221-0821x914,China,Alaska,Olsonville,81429,Premium,2022-09-16,2023-01-11,1
4343,Kathryn,Russell,hartmanpaul@example.net,753.495.3227x086,Lao People's Democratic Republic,Colorado,Lake Joel,54742,Budget,2024-04-01,2025-02-12,1
4344,Michael,Martinez,christina19@example.net,+1-364-681-9159x778,Indonesia,Mississippi,Gillmouth,47581,Premium,2024-06-29,2025-10-04,1
4345,Mary,Olson,aprilchapman@example.com,599-323-0465x88639,Cocos (Keeling) Islands,Maryland,Batestown,94402,Budget,2023-06-06,2025-01-23,1
4346,Ian,Johnson,idecker@example.net,847-698-4312,Liberia,Kansas,Blanchardhaven,67777,Premium,2023-06-21,2023-06-26,1
4347,Riley,Leonard,stevensbenjamin@example.org,974.885.1017x516,Slovenia,Texas,West Kayla,50279,Budget,2022-05-14,2025-10-27,1
4348,Monica,Moran,michaelmiller@example.org,441-452-0388,Isle of Man,Michigan,Richardfurt,19474,Budget,2024-03-23,2024-05-13,1
4349,Katherine,Mitchell,campbellangela@example.net,546.996.1059x912,Isle of Man,New Mexico,Taylorton,43178,Premium,2022-02-02,2023-11-21,1
4350,Samuel,Peterson,adamadams@example.net,874.669.0647,Bahamas,Mississippi,Port Danaport,35108,Budget,2023-08-12,2023-08-23,1
4351,John,Navarro,jrichards@example.org,826-606-4416x22034,Denmark,North Dakota,Johnathanmouth,95146,Budget,2023-09-16,2023-11-21,0
4352,Tiffany,Ayala,alison57@example.org,988-244-5481x24615,Myanmar,Ohio,South David,01414,Premium,2024-12-25,2025-07-19,0
4353,Anthony,Wilson,lopezmichael@example.net,+1-610-439-0988x0325,Madagascar,Nevada,Danielleview,34029,Budget,2022-07-26,2025-07-27,1
4354,Sarah,Phillips,qosborne@example.net,+1-261-942-5857x9347,Guernsey,Colorado,West Charles,58372,Standard,2023-11-19,2025-08-08,0
4355,Gregory,Mitchell,chapmanbrandon@example.org,695-922-8502,Bolivia,Mississippi,South Sandra,49922,Standard,2023-11-16,2024-05-28,1
